onset_beat,beat_period,tempo_bpm,timing
0.0,0.7660258412361145,78.3263393610582,0.0
1.0,0.762820839881897,78.65542846114357,0.0
1.5,0.7500002384185791,79.99997456869298,0.0
2.0,0.7532052993774414,79.659556364769,0.0
3.0,0.7500004768371582,79.99994913740213,0.0
3.5,0.75,80.0,0.0
4.0,0.7628207206726074,78.65544075296718,0.0
5.0,0.8621797561645508,69.5910563557105,0.0
6.0,0.7670943140983582,78.21723991074545,0.0
7.5,0.7564105987548828,79.32199799786675,0.0
8.0,0.75,80.0,0.0
8.5,0.75,80.0,0.0
9.0,0.75,80.0,0.0
9.5,0.7884626388549805,76.09745477240757,0.0
10.0,0.8621795177459717,69.59107559973154,0.0
12.0,0.7692317962646484,77.9998958589037,0.0
12.5,0.7628211975097656,78.65539158569578,0.0
13.0,0.7564105987548828,79.32199799786675,0.0
13.5,0.75640869140625,79.32219801500847,0.0
14.0,0.7564105987548828,79.32199799786675,0.0
15.0,0.75,80.0,0.0
15.5,0.7500019073486328,79.99979654999656,0.0
16.0,0.75,80.0,0.0
17.0,0.7724361419677734,77.67632395753854,0.0
18.0,0.7628211975097656,78.65539158569578,0.0
18.5,0.7628192901611328,78.65558825515019,0.0
19.0,0.7564105987548828,79.32199799786675,0.0
19.5,0.7564105987548828,79.32199799786675,0.0
20.0,0.75,80.0,0.0
20.5,0.7500019073486328,79.99979654999656,0.0
21.0,0.75,80.0,0.0
21.5,0.8076934814453125,74.28560633253358,0.0
22.0,0.9198713302612305,65.22651378096636,0.0
24.0,0.7628211975097656,78.65539158569578,0.0
24.5,0.7692337036132812,77.99970245474833,0.0
24.75,0.75640869140625,79.32219801500847,0.0
25.0,0.75640869140625,79.32219801500847,0.0
25.25,0.7564163208007812,79.32139795249383,0.0
25.5,0.75640869140625,79.32219801500847,0.0
25.75,0.74359130859375,80.68948534843635,0.0
26.0,0.75640869140625,79.32219801500847,0.0
26.25,0.74359130859375,80.68948534843635,0.0
26.5,0.75640869140625,79.32219801500847,0.0
26.75,0.74359130859375,80.68948534843635,0.0
27.0,0.75640869140625,79.32219801500847,0.0
27.25,0.7692337036132812,77.99970245474833,0.0
27.5,0.7820510864257812,76.72133066679675,0.0
27.75,0.8205108642578125,73.12517434400164,0.0
28.0,0.8589706420898438,69.85104852247595,0.0
28.25,0.7564163208007812,79.32139795249383,0.0
28.5,0.74359130859375,80.68948534843635,0.0
28.75,0.75640869140625,79.32219801500847,0.0
29.0,0.74359130859375,80.68948534843635,0.0
29.25,0.75640869140625,79.32219801500847,0.0
29.5,0.74359130859375,80.68948534843635,0.0
29.75,0.75640869140625,79.32219801500847,0.0
30.0,0.7692337036132812,77.99970245474833,0.0
30.25,0.75640869140625,79.32219801500847,0.0
30.5,0.76922607421875,78.00047607712449,0.0
30.75,0.7564163208007812,79.32139795249383,0.0
31.0,0.76922607421875,78.00047607712449,0.0
31.25,0.7564163208007812,79.32139795249383,0.0
31.5,0.75640869140625,79.32219801500847,0.0
31.75,0.75640869140625,79.32219801500847,0.0
32.0,0.75640869140625,79.32219801500847,0.0
32.25,0.75640869140625,79.32219801500847,0.0
32.5,0.74359130859375,80.68948534843635,0.0
32.75,0.7564163208007812,79.32139795249383,0.0
33.0,0.75640869140625,79.32219801500847,0.0
33.25,0.75640869140625,79.32219801500847,0.0
33.5,0.74359130859375,80.68948534843635,0.0
33.75,0.75640869140625,79.32219801500847,0.0
34.0,0.74359130859375,80.68948534843635,0.0
34.25,0.75640869140625,79.32219801500847,0.0
34.5,0.74359130859375,80.68948534843635,0.0
34.75,0.75640869140625,79.32219801500847,0.0
35.0,0.74359130859375,80.68948534843635,0.0
35.25,0.75640869140625,79.32219801500847,0.0
35.5,0.75640869140625,79.32219801500847,0.0
35.75,0.7692337036132812,77.99970245474833,0.0
36.0,0.7820510864257812,76.72133066679675,0.0
36.25,0.7948760986328125,75.48346226940279,0.0
36.5,0.8205108642578125,73.12517434400164,0.0
36.75,0.8333358764648438,71.99978027410805,0.0
37.0,0.8589706420898438,69.85104852247595,0.0
37.25,0.75640869140625,79.32219801500847,0.0
37.5,0.74359130859375,80.68948534843635,0.0
37.75,0.75640869140625,79.32219801500847,0.0
38.0,0.74359130859375,80.68948534843635,0.0
38.25,0.7564163208007812,79.32139795249383,0.0
38.5,0.7435836791992188,80.69031324707838,0.0
38.75,0.7564163208007812,79.32139795249383,0.0
39.0,0.75640869140625,79.32219801500847,0.0
39.25,0.76922607421875,78.00047607712449,0.0
39.5,0.7692337036132812,77.99970245474833,0.0
39.75,0.75640869140625,79.32219801500847,0.0
40.0,0.7564163208007812,79.32139795249383,0.0
40.25,0.76922607421875,78.00047607712449,0.0
40.5,0.75640869140625,79.32219801500847,0.0
40.75,0.7564163208007812,79.32139795249383,0.0
41.0,0.75640869140625,79.32219801500847,0.0
41.25,0.75640869140625,79.32219801500847,0.0
41.5,0.74359130859375,80.68948534843635,0.0
41.75,0.75640869140625,79.32219801500847,0.0
42.0,0.75640869140625,79.32219801500847,0.0
42.25,0.74359130859375,80.68948534843635,0.0
42.5,0.75640869140625,79.32219801500847,0.0
42.75,0.74359130859375,80.68948534843635,0.0
43.0,0.75640869140625,79.32219801500847,0.0
43.25,0.75640869140625,79.32219801500847,0.0
43.5,0.74359130859375,80.68948534843635,0.0
43.75,0.74359130859375,80.68948534843635,0.0
44.0,0.75640869140625,79.32219801500847,0.0
44.25,0.75640869140625,79.32219801500847,0.0
44.5,0.7564239501953125,79.32059790611825,0.0
44.75,0.76922607421875,78.00047607712449,0.0
45.0,0.78204345703125,76.7220791383751,0.0
45.25,0.7948760986328125,75.48346226940279,0.0
45.5,0.8205108642578125,73.12517434400164,0.0
45.75,0.833343505859375,71.9991211044787,0.0
46.0,0.8589630126953125,69.85166894640541,0.0
46.25,0.74359130859375,80.68948534843635,0.0
46.5,0.75640869140625,79.32219801500847,0.0
46.75,0.74359130859375,80.68948534843635,0.0
47.0,0.75640869140625,79.32219801500847,0.0
47.25,0.74359130859375,80.68948534843635,0.0
47.5,0.75640869140625,79.32219801500847,0.0
47.75,0.74359130859375,80.68948534843635,0.0
48.0,0.7564239501953125,79.32059790611825,0.0
48.25,0.76922607421875,78.00047607712449,0.0
48.5,0.76922607421875,78.00047607712449,0.0
48.75,0.75640869140625,79.32219801500847,0.0
49.0,0.7692413330078125,77.99892884771785,0.0
49.25,0.75640869140625,79.32219801500847,0.0
49.5,0.76922607421875,78.00047607712449,0.0
49.75,0.75640869140625,79.32219801500847,0.0
50.0,0.75640869140625,79.32219801500847,0.0
50.25,0.7692413330078125,77.99892884771785,0.0
50.5,0.75640869140625,79.32219801500847,0.0
50.75,0.75640869140625,79.32219801500847,0.0
51.0,0.75640869140625,79.32219801500847,0.0
51.25,0.75640869140625,79.32219801500847,0.0
51.5,0.75640869140625,79.32219801500847,0.0
51.75,0.75640869140625,79.32219801500847,0.0
52.0,0.75640869140625,79.32219801500847,0.0
52.25,0.7564239501953125,79.32059790611825,0.0
52.5,0.75640869140625,79.32219801500847,0.0
52.75,0.74359130859375,80.68948534843635,0.0
53.0,0.75640869140625,79.32219801500847,0.0
53.25,0.75640869140625,79.32219801500847,0.0
53.5,0.74359130859375,80.68948534843635,0.0
53.75,0.75640869140625,79.32219801500847,0.0
54.0,0.75640869140625,79.32219801500847,0.0
54.25,0.74359130859375,80.68948534843635,0.0
54.5,0.75640869140625,79.32219801500847,0.0
54.75,0.74359130859375,80.68948534843635,0.0
55.0,0.75640869140625,79.32219801500847,0.0
55.25,0.74359130859375,80.68948534843635,0.0
55.5,0.75640869140625,79.32219801500847,0.0
55.75,0.74359130859375,80.68948534843635,0.0
56.0,0.75640869140625,79.32219801500847,0.0
56.25,0.74359130859375,80.68948534843635,0.0
56.5,0.75640869140625,79.32219801500847,0.0
56.75,0.74359130859375,80.68948534843635,0.0
57.0,0.75640869140625,79.32219801500847,0.0
57.25,0.75640869140625,79.32219801500847,0.0
