score_id,performance_id,onset_beat,duration_beat,pitch,voice,beat_period,tempo_bpm,timing,articulation_log,velocity_norm
n1,P00_n1,0.0,3.0,57,3,0.6353124976158142,94.44171211044421,0.008437500335276127,-0.06161652132868767,0.5118110179901123
n2,P00_n2,0.0,3.0,60,3,0.6353124976158142,94.44171211044421,0.002187500474974513,-0.07351509481668472,0.6062992215156555
n3,P00_n3,0.0,3.0,64,3,0.6353124976158142,94.44171211044421,-0.021562501788139343,-0.08953406661748886,0.5118110179901123
n0,P00_n0,0.0,1.0,76,1,0.6353124976158142,94.44171211044421,0.01093750074505806,-0.0825037956237793,0.5039370059967041
n4,P00_n4,1.0,0.5,81,1,0.5425000190734863,110.59907445251625,0.0,1.096429705619812,0.5590550899505615
n5,P00_n5,1.5,0.5,79,1,0.6200000047683716,96.77419280410433,0.0,1.5396591424942017,0.6692913174629211
n6,P00_n6,2.0,1.0,81,1,0.5909374952316284,101.53358093563168,0.0,0.15672551095485687,0.6377952694892883
n8,P00_n7,3.0,3.0,55,3,0.6081249713897705,98.66393064386055,0.01093745231628418,0.013283242471516132,0.5433070659637451
n9,P00_n9,3.0,3.0,60,3,0.6081249713897705,98.66393064386055,-0.002812504768371582,-0.031478188931941986,0.5118110179901123
n10,P00_n10,3.0,3.0,64,3,0.6081249713897705,98.66393064386055,-0.006562471389770508,-0.042634375393390656,0.5590550899505615
n7,P00_n8,3.0,0.5,79,1,0.6081249713897705,98.66393064386055,-0.0015624761581420898,0.1505196988582611,0.6062992215156555
n11,P00_n11,3.5,0.5,81,1,0.5500001907348633,109.09087125921378,0.0,2.506352186203003,0.6062992215156555
n12,P00_n12,4.0,1.0,76,1,0.6062500476837158,98.96906438068001,0.0,-0.002977767726406455,0.6377952694892883
n13,P00_n13,5.0,1.0,76,1,0.5949999690055847,100.84034138737381,0.0,0.1979394555091858,0.4724409580230713
n15,P00_n16,6.0,3.0,53,3,0.5900000333786011,101.69490950095964,-0.004999935626983643,0.07252243906259537,0.4724409580230713
n16,P00_n17,6.0,3.0,60,3,0.5900000333786011,101.69490950095964,-0.00875002145767212,0.07639284431934357,0.5590550899505615
n17,P00_n15,6.0,3.0,64,3,0.5900000333786011,101.69490950095964,0.0012499690055847168,0.09177147597074509,0.5748031735420227
n14,P00_n14,6.0,1.5,74,1,0.5900000333786011,101.69490950095964,0.012499988079071045,0.14341919124126434,0.4881889820098877
n18,P00_n18,7.5,0.5,76,1,0.6075000762939453,98.76541969513822,0.0,1.590887188911438,0.6062992215156555
n19,P00_n19,8.0,0.5,79,1,0.6099996566772461,98.36071109749214,0.0,1.1933847665786743,0.5433070659637451
n20,P00_n20,8.5,0.5,74,1,0.619999885559082,96.77421141117675,0.0,0.34501200914382935,0.5118110179901123
n22,P00_n22,9.0,0.5,52,3,0.5837502479553223,102.78368225137292,-0.0025000572204589844,0.23075273633003235,0.4881889820098877
n21,P00_n21,9.0,0.5,76,1,0.5837502479553223,102.78368225137292,0.0025000572204589844,0.23075273633003235,0.4881889820098877
n24,P00_n23,9.5,0.5,60,3,0.6549997329711914,91.60309077963998,0.005625009536743164,0.13650263845920563,0.4173228442668915
n23,P00_n24,9.5,0.5,69,1,0.6549997329711914,91.60309077963998,-0.005625009536743164,0.08551864326000214,0.4173228442668915
n26,P00_n26,10.0,2.0,59,3,0.6215626001358032,96.53090450887939,-0.020624876022338867,-0.01384782325476408,0.4566929042339325
n25,P00_n25,10.0,2.0,68,1,0.6215626001358032,96.53090450887939,0.020624876022338867,-0.010921535082161427,0.5590550899505615
n28,P00_n27,12.0,0.5,53,3,0.5974998474121094,100.41843568642223,0.0,1.0792732238769531,0.3700787425041199
n27,P00_n28,12.0,1.0,81,1,0.5974998474121094,100.41843568642223,0.0,0.07641347497701645,0.5118110179901123
n29,P00_n29,12.5,0.5,57,3,0.5699996948242188,105.26321425225201,0.0,0.22780673205852509,0.4566929042339325
n31,P00_n30,13.0,2.0,64,3,0.6125001907348633,97.95915316861112,0.0,0.005876139272004366,0.4566929042339325
n30,P00_n31,13.0,0.5,84,1,0.6125001907348633,97.95915316861112,0.0,0.005876139272004366,0.5433070659637451
n32,P00_n32,13.5,0.5,83,1,0.5874996185302734,102.12772588703943,0.0,1.6548655033111572,0.5275590419769287
n33,P00_n33,14.0,1.0,81,1,0.6162505149841309,97.36300180056655,0.0,0.03754851594567299,0.5590550899505615
n35,P00_n35,15.0,0.5,50,3,0.6537485122680664,91.77841153602088,-0.006249904632568359,-0.08229660242795944,0.4173228442668915
n34,P00_n34,15.0,0.5,86,1,0.6537485122680664,91.77841153602088,0.006249904632568359,-0.07646752893924713,0.4881889820098877
n37,P00_n37,15.5,0.5,57,3,0.6025009155273438,99.5849109166656,-0.006875038146972656,0.05289275571703911,0.4566929042339325
n36,P00_n36,15.5,0.5,84,1,0.6025009155273438,99.5849109166656,0.006875038146972656,0.023746438324451447,0.4409448802471161
n39,P00_n39,16.0,1.0,64,3,0.6131253242492676,97.859275464549,-0.010624885559082031,0.01317457016557455,0.34645670652389526
n38,P00_n38,16.0,1.0,83,1,0.6131253242492676,97.859275464549,0.010624885559082031,-0.025220701470971107,0.3700787425041199
n41,P00_n40,17.0,1.0,65,3,0.6031246185302734,99.48192820616613,0.006249904632568359,0.09404443204402924,0.34645670652389526
n40,P00_n41,17.0,1.0,81,1,0.6031246185302734,99.48192820616613,-0.006249904632568359,0.06289569288492203,0.4566929042339325
n43,P00_n42,18.0,0.5,52,3,0.5587491989135742,107.38270429141257,0.003124713897705078,1.719433069229126,0.4173228442668915
n42,P00_n43,18.0,1.5,79,1,0.5587491989135742,107.38270429141257,-0.003124713897705078,0.12266124039888382,0.5748031735420227
n44,P00_n44,18.5,0.5,59,3,0.6150016784667969,97.56070934567266,0.0,1.0546610355377197,0.34645670652389526
n45,P00_n45,19.0,2.0,67,3,0.6374988555908203,94.11781601457666,0.0,-0.0606602318584919,0.3700787425041199
n46,P00_n46,19.5,0.5,76,1,0.6100006103515625,98.36055732045926,0.0,1.5691070556640625,0.4409448802471161
n47,P00_n47,20.0,0.5,79,1,0.5900001525878906,101.69488895354476,0.0,1.0272496938705444,0.29133859276771545
n48,P00_n48,20.5,0.5,81,1,0.5962486267089844,100.62916258805014,0.0,-0.08406094461679459,0.34645670652389526
n50,P00_n50,21.0,3.0,45,4,0.6687507629394531,89.7195238122401,-0.015625,-0.10146476328372955,0.20472441613674164
n49,P00_n49,21.0,3.0,81,1,0.6687507629394531,89.7195238122401,0.015625,-0.13463164865970612,0.29133859276771545
n52,P00_n51,21.5,0.5,59,3,0.6687507629394531,89.7195238122401,0.0012502670288085938,2.217374086380005,0.29133859276771545
n51,P00_n52,21.5,0.5,74,2,0.6687507629394531,89.7195238122401,-0.0012502670288085938,2.213890552520752,0.20472441613674164
n54,P00_n54,22.0,2.0,57,3,1.1090621948242188,54.09976129382872,-0.010624885559082031,-0.8202166557312012,0.31496062874794006
n53,P00_n53,22.0,2.0,73,2,1.1090621948242188,54.09976129382872,0.010624885559082031,-0.8317467570304871,0.3937007784843445
n55,P01_n0,24.0,1.0,76,1,0.6100006103515625,98.36055732045926,0.0,-0.02384812757372856,0.5039370059967041
n56,P01_n1,24.5,0.25,72,2,0.6699981689453125,89.55248354551459,0.0,0.8226579427719116,0.4566929042339325
n57,P01_n2,24.75,0.25,71,2,0.6725044250488281,89.21874379583988,0.0,-0.371032178401947,0.5275590419769287
n59,P01_n4,25.0,0.25,69,2,0.6824989318847656,87.91222549507303,-0.010624885559082031,0.9570937156677246,0.4881889820098877
n58,P01_n3,25.0,1.5,81,1,0.6824989318847656,87.91222549507303,0.010624885559082031,-0.26620641350746155,0.5433070659637451
n60,P01_n5,25.25,0.25,68,2,0.6899948120117188,86.95717555479384,0.0,1.9602646827697754,0.5433070659637451
n61,P01_n6,25.5,0.25,69,2,0.6350021362304688,94.48787110571782,0.0,1.6551666259765625,0.5118110179901123
n62,P01_n7,25.75,0.25,71,2,0.6349983215332031,94.48843873339702,0.0,1.1093511581420898,0.5748031735420227
n64,P01_n9,26.0,0.25,57,3,0.6525039672851562,91.9534638994446,-0.005000114440917969,0.15199436247348785,0.5118110179901123
n63,P01_n8,26.0,0.25,72,2,0.6525039672851562,91.9534638994446,0.005000114440917969,0.22001272439956665,0.5748031735420227
n66,P01_n11,26.25,0.25,59,3,0.6824989318847656,87.91222549507303,-0.0006246566772460938,-0.6833639144897461,0.5748031735420227
n65,P01_n10,26.25,0.25,74,2,0.6824989318847656,87.91222549507303,0.0006246566772460938,-0.8833014965057373,0.5748031735420227
n69,P01_n14,26.5,0.25,60,3,0.6350021362304688,94.48787110571782,-0.010000228881835938,0.7186695337295532,0.4566929042339325
n68,P01_n13,26.5,0.5,76,2,0.6350021362304688,94.48787110571782,-0.0012493133544921875,-0.24049662053585052,0.4881889820098877
n67,P01_n12,26.5,0.5,81,1,0.6350021362304688,94.48787110571782,0.011249542236328125,-0.2882498800754547,0.5433070659637451
n70,P01_n15,26.75,0.25,62,3,0.45749664306640625,131.14850329358794,0.0,-0.00789457093924284,0.4173228442668915
n72,P01_n16,27.0,1.25,64,3,0.597503662109375,100.41779457582103,0.00812530517578125,-0.4090225398540497,0.4566929042339325
n71,P01_n17,27.0,0.5,79,1,0.597503662109375,100.41779457582103,-0.00812530517578125,-0.2788238227367401,0.4173228442668915
