onset_beat,beat_period,tempo_bpm,timing
0.0,0.621874988079071,96.48241390980503,-5.820766091346741e-11
1.0,0.5375000238418579,111.62790202527148,0.0
1.5,0.5937501192092896,101.05261129025685,0.0
2.0,0.5531249642372131,108.47458328470671,0.0
3.0,0.6541668176651001,91.71972405166679,0.010416686534881592
3.5,0.5062499046325684,118.5185408450545,0.0
4.0,0.6375000476837158,94.11764001901365,0.0
5.0,0.6156248450279236,97.46195346823359,0.0
6.0,0.6465279459953308,92.8034130181796,0.013541638851165771
7.5,0.6124992370605469,97.95930569309243,0.0
8.0,0.53125,112.94117647058823,0.0
8.5,0.6322922706604004,94.8928253342916,0.0
9.0,0.6729164123535156,89.16412038480507,0.002604246139526367
9.5,0.585416316986084,102.49116442278165,-0.01093745231628418
10.0,0.5828126668930054,102.94903218192235,-0.0036458969116210938
12.0,0.6135411262512207,97.7929554072507,0.008854150772094727
12.5,0.5927081108093262,101.23026647648148,0.0
13.0,0.6489596366882324,92.45567306187439,-0.0067708492279052734
13.5,0.5208320617675781,115.20028125068664,0.0
14.0,0.48593759536743164,123.47264457822459,0.0
15.0,0.7322921752929688,81.93450923601054,0.01718759536743164
15.5,0.6354160308837891,94.42632398894162,-0.010416507720947266
16.0,0.5656251907348633,106.07731229588215,-0.002083301544189453
17.0,0.5473957061767578,109.609920799462,0.003124713897705078
18.0,0.6989583969116211,85.84201901731588,0.009895801544189453
18.5,0.5666675567626953,105.88218662591679,0.0
19.0,0.6041660308837891,99.31044933497918,0.0
19.5,0.6124992370605469,97.95930569309243,0.0
20.0,0.5645847320556641,106.2727994459553,0.0
20.5,0.4812498092651367,124.67537408818791,0.0
21.0,0.6156244277954102,97.46201952197345,-0.002083301544189453
21.5,0.6333332061767578,94.73686112591817,0.0078125
22.0,0.6669273376464844,89.96482317209191,0.004687309265136719
24.0,0.5687484741210938,105.49478852267697,0.0
24.5,0.6083335876464844,98.63009575408695,0.0
24.75,0.5250015258789062,114.28538212256404,0.0
25.0,0.5416679382324219,110.76897073840628,0.005208015441894531
25.25,0.5625,106.66666666666667,0.0
25.5,0.5541648864746094,108.27102449903973,0.0
25.75,0.4854164123535156,123.60521497221983,0.0
26.0,0.6083335876464844,98.63009575408695,-0.0005207061767578125
26.25,0.5798606872558594,103.47312952692968,0.0015621185302734375
26.5,0.56805419921875,105.62372407865048,0.011111259460449219
26.75,0.6333351135253906,94.73657581689504,0.0
27.0,0.570831298828125,105.10986367281475,0.001041412353515625
27.25,0.7041702270507812,85.20666977258199,0.0
27.5,0.508331298828125,118.03325929038843,0.0062503814697265625
27.75,0.5062522888183594,118.5179826841784,0.0
28.0,0.5812492370605469,103.22594194433324,-0.0026044845581054688
28.25,0.633331298828125,94.73714643665976,0.0
28.5,0.6125030517578125,97.95869559801699,0.0
28.75,0.5250015258789062,114.28538212256404,0.0
29.0,0.6166610717773438,97.29818006359261,0.0
29.25,0.5187492370605469,115.66282071080325,0.0
29.5,0.6604194641113281,90.85135018050542,0.010937690734863281
29.75,0.5041694641113281,119.00760413119964,0.0
30.0,0.3958320617675781,151.57943429865563,0.004166603088378906
30.25,0.7395820617675781,81.1269000448738,0.0
30.5,0.5187492370605469,115.66282071080325,-0.0026044845581054688
30.75,0.60833740234375,98.62947727500753,0.0
31.0,0.6458282470703125,92.9039574719433,0.0
31.25,0.741668701171875,80.89865448710036,0.0
31.5,0.5583343505859375,107.46249077642044,-0.001041412353515625
31.75,0.6520843505859375,92.01263601263601,0.0
32.0,0.5729141235351562,104.72773760536934,0.0005207061767578125
32.25,0.5208320617675781,115.20028125068664,0.0
32.5,0.6666679382324219,89.99982833895046,0.009375572204589844
32.75,0.6208343505859375,96.64413694791948,0.0
33.0,0.5499954223632812,109.09181705946816,-0.00208282470703125
