score_id,performance_id,onset_beat,duration_beat,pitch,voice,beat_period,tempo_bpm,timing,articulation_log,velocity_norm
n1,n3,0.0,3.0,57,3,0.9559897780418396,62.76217735601568,-0.02005213499069214,0.08260742574930191,0.26771652698516846
n2,n2,0.0,3.0,60,3,0.9559897780418396,62.76217735601568,-0.004947841167449951,0.08976472169160843,0.34645670652389526
n3,n1,0.0,3.0,64,3,0.9559897780418396,62.76217735601568,0.002864658832550049,0.09345290809869766,0.32283464074134827
n0,n0,0.0,1.0,76,1,0.9559897780418396,62.76217735601568,0.02213531732559204,1.6874728202819824,0.4960629940032959
n4,n4,1.0,0.5,81,1,0.9458332061767578,63.43613187628683,0.0,2.151447057723999,0.5196850299835205
n5,n5,1.5,0.5,79,1,1.0500001907348633,57.142846762730414,0.0,1.632821798324585,0.5905511975288391
n6,n6,2.0,1.0,81,1,1.0291664600372314,58.299606846718866,0.0,0.10011990368366241,0.6141732335090637
n8,n10,3.0,3.0,55,3,1.0458331108093262,57.37053013512694,-0.011979341506958008,0.0914023369550705,0.3700787425041199
n9,n9,3.0,3.0,60,3,1.0458331108093262,57.37053013512694,-0.0067708492279052734,0.09364844113588333,0.3937007784843445
n10,n8,3.0,3.0,64,3,1.0458331108093262,57.37053013512694,-0.003645658493041992,0.0949944257736206,0.3779527544975281
n7,n7,3.0,0.5,79,1,1.0458331108093262,57.37053013512694,0.022395849227905273,2.6911251544952393,0.5669291615486145
n11,n11,3.5,0.5,81,1,1.0218753814697266,58.71557441153359,0.0,2.470485210418701,0.5905511975288391
n12,n12,4.0,1.0,76,1,1.035937786102295,57.91853604042128,0.0,1.163705587387085,0.5590550899505615
n13,n13,5.0,1.0,76,1,1.095181941986084,54.785417563762564,0.0,0.23048077523708344,0.5748031735420227
n15,n17,6.0,3.0,53,3,0.9691839218139648,61.90775419355029,-0.011067867279052734,0.08249108493328094,0.4094488322734833
n16,n15,6.0,3.0,60,3,0.9691839218139648,61.90775419355029,-0.00013017654418945312,0.08760743588209152,0.4409448802471161
n17,n16,6.0,3.0,64,3,0.9691839218139648,61.90775419355029,-0.0016922950744628906,0.08687759190797806,0.4173228442668915
n14,n14,6.0,1.5,74,1,0.9691839218139648,61.90775419355029,0.012890338897705078,1.0936747789382935,0.5433070659637451
n18,n18,7.5,0.5,76,1,1.0906257629394531,55.01428816268569,0.0,1.5849614143371582,0.6062992215156555
n19,n19,8.0,0.5,79,1,1.0020828247070312,59.87529026609312,0.0,1.122153401374817,0.6062992215156555
n20,n20,8.5,0.5,74,1,1.043229103088379,57.513732910993184,0.0,0.17671163380146027,0.5669291615486145
n22,n22,9.0,0.5,52,3,1.0364580154418945,57.88946499141981,-0.02109384536743164,2.690703868865967,0.36220473051071167
n21,n21,9.0,0.5,76,1,1.0364580154418945,57.88946499141981,0.02109384536743164,2.7087810039520264,0.5984252095222473
n24,n24,9.5,0.5,60,3,1.2135419845581055,49.44204713432158,-0.015885353088378906,0.06536785513162613,0.3385826647281647
n23,n23,9.5,0.5,69,1,1.2135419845581055,49.44204713432158,0.015885353088378906,0.24851366877555847,0.4488188922405243
n26,n25,10.0,2.0,59,3,1.0716147422790527,55.990271160692714,0.00807332992553711,0.07013867050409317,0.33070865273475647
n25,n26,10.0,2.0,68,1,1.0716147422790527,55.990271160692714,-0.00807332992553711,0.05974860116839409,0.35433071851730347
n28,n28,12.0,0.5,53,3,1.183854103088379,50.681920891666486,-0.009114742279052734,2.355677604675293,0.4330708682537079
n27,n27,12.0,1.0,81,1,1.183854103088379,50.681920891666486,0.009114742279052734,1.3643321990966797,0.6062992215156555
n29,n29,12.5,0.5,57,3,0.9499988555908203,63.1579708195385,0.0,2.364942789077759,0.3779527544975281
n31,n31,13.0,2.0,64,3,0.9677104949951172,62.002014352756134,-0.004166603088378906,0.023868989199399948,0.4488188922405243
n30,n30,13.0,0.5,84,1,0.9677104949951172,62.002014352756134,0.004166603088378906,2.029965877532959,0.5984252095222473
n32,n32,13.5,0.5,83,1,0.9041633605957031,66.35968964775273,0.0,1.7187392711639404,0.6141732335090637
n33,n33,14.0,1.0,81,1,1.0315113067626953,58.16707932005569,0.0,2.0101611614227295,0.6299212574958801
n35,n34,15.0,0.5,50,3,1.1161460876464844,53.756403990553366,0.0044269561767578125,2.486772298812866,0.4960629940032959
n34,n35,15.0,0.5,86,1,1.1161460876464844,53.756403990553366,-0.0044269561767578125,2.482682943344116,0.5748031735420227
n37,n37,15.5,0.5,57,3,0.9666671752929688,62.06893285873263,-0.015625,2.3994059562683105,0.4488188922405243
n36,n36,15.5,0.5,84,1,0.9666671752929688,62.06893285873263,0.015625,2.416978597640991,0.6377952694892883
n39,n38,16.0,1.0,64,3,1.0015621185302734,59.90641907268424,0.0,1.0559202432632446,0.4803149700164795
n38,n39,16.0,1.0,83,1,1.0015621185302734,59.90641907268424,0.0,1.0559202432632446,0.6220472455024719
n41,n41,17.0,1.0,65,3,0.9976568222045898,60.14092087037899,-0.008333206176757812,0.10422193259000778,0.4173228442668915
n40,n40,17.0,1.0,81,1,0.9976568222045898,60.14092087037899,0.008333206176757812,0.126471146941185,0.5826771855354309
n43,n43,18.0,0.5,52,3,1.0098934173583984,59.412210208225126,-0.009114265441894531,2.8551337718963623,0.34645670652389526
n42,n42,18.0,1.5,79,1,1.0098934173583984,59.412210208225126,0.009114265441894531,1.2773513793945312,0.6062992215156555
n44,n44,18.5,0.5,59,3,1.1041679382324219,54.33956006370681,0.0,2.5159659385681152,0.3858267664909363
n45,n45,19.0,2.0,67,3,1.15625,51.891891891891895,0.0,0.17223374545574188,0.3700787425041199
n46,n46,19.5,0.5,76,1,1.2479171752929688,48.08011395941724,0.0,1.7002538442611694,0.5039370059967041
n47,n47,20.0,0.5,79,1,1.2791671752929688,46.90551880856241,0.0,1.1339741945266724,0.5905511975288391
n48,n48,20.5,0.5,81,1,1.4572906494140625,41.172294644259466,0.0,0.06847395747900009,0.5039370059967041
n50,n50,21.0,3.0,45,4,1.5223960876464844,39.41155687857535,-0.01354217529296875,0.004926940891891718,0.33070865273475647
n49,n49,21.0,3.0,81,1,1.5223960876464844,39.41155687857535,0.01354217529296875,0.013427851721644402,0.5511810779571533
n52,n52,21.5,0.5,59,3,2.0427074432373047,29.372781794397028,-0.0044269561767578125,0.039906665682792664,0.29921260476112366
n51,n51,21.5,0.5,74,2,2.0427074432373047,29.372781794397028,0.0044269561767578125,0.15472328662872314,0.4409448802471161
n54,n53,22.0,2.0,57,3,2.3319010734558105,25.73007949736123,0.0018224716186523438,-0.7280514240264893,0.22047244012355804
n53,n54,22.0,2.0,73,2,2.3319010734558105,25.73007949736123,-0.0018224716186523438,-0.7299207448959351,0.3779527544975281
n55,n55,24.0,1.0,76,1,0.8260421752929688,72.63551643561064,0.0,-0.3081231713294983,0.6220472455024719
n56,n56,24.5,0.25,72,2,0.868743896484375,69.06523342818,0.0,-0.1264645755290985,0.4488188922405243
n57,n57,24.75,0.25,71,2,0.7916717529296875,75.78898675866854,0.0,0.03004797175526619,0.4015747904777527
n59,n61,25.0,0.25,69,2,0.89166259765625,67.29002669587241,-0.0119781494140625,-0.21398337185382843,0.4488188922405243
n58,n60,25.0,1.5,81,1,0.89166259765625,67.29002669587241,0.0119781494140625,-0.37295398116111755,0.6062992215156555
n60,n62,25.25,0.25,68,2,0.7687530517578125,78.04847065361942,0.0,0.49765685200691223,0.5039370059967041
n61,n63,25.5,0.25,69,2,0.8000030517578125,74.99971389879647,0.0,-0.3135049641132355,0.4488188922405243
n62,n64,25.75,0.25,71,2,0.8479156494140625,70.76175565513145,0.0,0.021114692091941833,0.4803149700164795
n64,n65,26.0,0.25,57,3,0.805206298828125,74.51506537805571,0.00208282470703125,-0.18493005633354187,0.4960629940032959
